"id";"location";"hotel_image";"hotel_name";"price";"hotel_type"
127;"manali";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/43/51/4351590.jpeg";"Gezellig Inn - Tree Hill Cottages & Kanyal Villas";1000;"Hotel"
128;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/34/42/344221_v10.jpeg";"Hilton Garden Inn Trivandrum";5544;"Hotel"
129;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/73/05/7305508_v2.jpeg";"Treebo Trend The Qasr";1892;"Hotel"
130;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/50/31/5031446_v2.jpeg";"Treebo Tryst Misty Garden Resorts";3101;"Hotel"
131;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/46/01/4601360_v1.jpeg";"Treebo Trend Adrak";2533;"Hotel"
132;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/59/52/5952504_v6.jpeg";"Treebo Tryst Palmyra Milford";2612;"Hotel"
133;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/13/95/1395051_v1.jpeg";"Malabar Palace";1612;"Hotel"
134;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/69/27/692746_v5.jpeg";"Raviz Kovalam";19470;"Hotel"
135;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/23/09/2309094_v2.jpeg";"Keys Select Thiruvananthapuram";1879;"Resort"
136;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/47/94/4794134_v2.jpeg";"Sithara Guest House";612;"Hotel"
137;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/20/05/2005511.jpeg";"Black Beach Resort";3115;"Hotel"
138;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/10/35/1035600_v2.jpeg";"Hotel Ginger Thiruvananthapuram";1820;"Hotel"
139;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/46/92/4692926_v3.jpeg";"Courtyard by Marriott Kochi Airport";8568;"Hotel"
140;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/40/41/404156_v3.jpeg";"Kumarakom Lake Resort";28910;"Hotel"
141;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/21/95/2195848.jpeg";"Taj Bekal Resort & Spa, Kerala";20296;"Hotel"
142;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/22/17/2217864_v1.jpeg";"KTDC Golden Peak";2385;"Hotel"
143;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/21/23/2123564.jpeg";"The Raviz Resort and Spa Ashtamudi";7280;"Hotel"
144;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/34/41/344166_v2.jpeg";"Taj Green Cove Resort & Spa, Kovalam";19470;"Hotel"
145;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/10/34/10345702.jpeg";"Grand Plaza Suites";2660;"Hotel"
146;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/17/36/17362410_v1.jpeg";"SPOT ON 46608 Sree Bhadra Tourist Home";509;"Hotel"
147;"kerala";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/26/42/2642978_v1.jpeg";"Devaragam";4397;"Hotel"
148;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/95/47/9547254.jpeg";"Ramada Ajmer";4257;"Hotel"
149;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/22/15/2215228_v4.jpeg";"The Royal Melange";2346;"Hotel"
150;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/51/77/5177728_v1.jpeg";"Hotel LN Courtyard";3399;"Hotel"
151;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/45/62/4562962.jpeg";"Raahat Palace";902;"Hotel"
152;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/54/10/5410412_v1.jpeg";"Grand Xenia";3857;"Hotel"
153;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/37/47/3747468_v6.jpeg";"Hotel Mittal Paradise";1037;"Hotel"
154;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/60/05/6005580_v5.jpeg";"Treebo Trend Hotel Siddharth";1997;"Hotel"
155;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/19/07/1907823.jpeg";"Hotel Moti Mahal";1510;"Hotel"
156;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/88/80/8880518.jpeg";"Regenta Inn Embassy";4320;"Hotel"
157;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/32/25/3225952_v5.jpeg";"Hotel Crystal Park - Kishangarh";2458;"Resort"
158;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/45/22/4522628_v1.jpeg";"New Jannat";2697;"Hotel"
159;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/78/82/7882302.jpeg";"Fortune Plaza";1498;"Hotel"
160;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/44/90/4490162_v1.jpeg";"Metro Inn";1600;"Hotel"
161;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/35/30/3530412_v5.jpeg";"Hotel Mittal Inn";1604;"Hotel"
162;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/93/85/9385334.jpeg";"Metro Palace";1029;"Hotel"
163;"ajmer";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/64/80/6480800.jpeg";"Ata Inn & Restaurant";1119;"Hotel"
164;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/27/14/2714860_v2.jpeg";"Mayfair Palm Beach Resort";9440;"Hotel"
165;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/12/04/1204738_v2.jpeg";"Ginger";3075;"Hotel"
166;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/37/89/3789836_v5.jpeg";"Kakkson Villa";1351;"Hotel"
167;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/24/31/2431729_v3.jpeg";"Empires";3121;"Hotel"
168;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/77/29/772968_v3.jpeg";"Hotel Trident Bhubaneswar";7840;"Hotel"
169;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/28/19/2819114_v1.jpeg";"Lalit Heritage";985;"Hotel"
170;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/21/27/2127394.jpeg";"Leo Castle";677;"Hotel"
171;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/24/66/24664064.jpeg";"Lemon Tree Premier, Bhubaneswar";4140;"Hotel"
172;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/17/26/1726183.jpeg";"Holiday Resort";4032;"Resort"
173;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/45/21/4521420.jpeg";"Yogendra Residency";1261;"Hotel"
174;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/89/02/8902480.jpeg";"Park Lagoon";809;"Hotel"
175;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/45/87/4587786.jpeg";"Sheela Towers";2282;"Hotel"
176;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/28/05/2805726.jpeg";"Hotel Vintage Villa";1406;"Hotel"
177;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/59/30/5930954_v1.jpeg";"Steel City Inn";576;"Hotel"
178;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/26/64/2664436_v1.jpeg";"Reba Beach Resort";1419;"Hotel"
179;"odisha";"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/26/02/2602748.jpeg";"Blue Lily Beach";3360;"Hotel"
